五月天巴黎演唱会被指「真唱气息不稳」，如何从专业角度解读？与此前演唱会是否有不同？,gender,comments,likes,updated_time
岁数那么大，快50了，而且是流行唱法，倒嗓很正常，承认就好了。比如，唱摇滚的，唐朝乐队的丁武现在唱A4都费事，前几年元宵晚会的《梦回唐朝》最高好像才G4来着，但是没人黑他们这场演出吧。换句话说，服老，大家还能为情怀买单，为青春买单。但你明目张胆八大家当XX耍是不是吃相有点太难看了？就拿10拍E6那事说吧，听见的时候我都以为是笑话——结果一看热搜，真敢这么说的？我属实蚌埠住了，什么神仙？大家注意，女声能唱海豚音的张靓颖，现场唱E6最多也就8拍，然而大伙儿管那叫海豚音。这么说可能不直观，以男生为例，KTV能唱上去A4的就能吊打一多半人。比如张雨生的《大海》，最高#A4。Beyond的《海阔天空》，最高A4。黑豹乐队的《无地自容》，最高A4。而能上B4的少之又少。比如孙楠的《拯救》，最高B4。韩磊的《向天再借五百年》，最高B4。至于C5，那是K歌大神。比如赵传的《我是一只小小鸟》，只是摸了一下C5，就让多少人原地破音。邓紫棋的《泡沫》，许多男同志在KTV能唱到痛不欲生，唱不上去啊。再比如张雨生的《天天想你》，最高C5，很多人点都不敢点吧。往上到D5，能唱稳的建议原地出道吧。最典型的是信乐团的《死了都要爱》，开头的两句，能喊明白不变成鬼哭狼嚎的万中无一，至少身边至今尚未发现。还有汪峰的《光明》，自己现场真唱每次都能车祸现场，更别提翻唱了。然而，这比信爷说自己的10拍E6低了一个八度还多。再举个极端例子，张雨生《玫瑰的名字》，最高音G5，目前华语乐坛，除了杨培安，还没人翻唱过，都唱不上去。链接如下，大家可以听听。【张雨生《玫瑰的名字》歌词版】 张雨生《玫瑰的名字》歌词版_哔哩哔哩_bilibili我平常也唱歌，不过和流行歌发声方式不一样，我是靠音色较为女性化的混声能顶到F5，当然我指的是能清楚咬字的情况，像是青藏高原那种快顶到B5的高音也能唱，但是没有咬字，只有咏叹。目前能做到的是状态好的情况下把《为了谁》这个最高音摸了一下G5，普遍高音集中在D5-E5的歌完整唱下来，就像发在B站的这个。哔哩哔哩音乐以上基于我有一个低男高的底子，换声点#D4。咱们在这就假设信爷是个高男高的底子，换声点在F4甚至G4，真混能顶到C5，假声能顶到C6（甚至这都是假声男高音乃至文艺复兴时期西欧阉伶的标准），我也没听说哪个假声男高音在E6还能保持稳定且唱出有质量能咬字的作品。如果信爷真做到了，那他将是千古第一人，直接封神的那种。而巴黎演唱会的反例，也证明了众所周知的一件事——E，不发音。,1,25,93,2023-12-08 15:09:47
这是一次有组织有预谋的对五月天的群黑，显然有人在背后带节奏，你质疑假唱，好人家敢立马全网直播证明自己不是假唱打你脸，你找不出破绽了，又开始带节奏黑五月天真唱唱的不好听，哪来的脸？？,-1,22,3,2023-12-08 15:05:53
歌迷太过分了，居然要看我真唱,-1,0,0,2023-12-08 15:05:13
上海文旅执法局：之前还担心证明假唱的证据不足呢。,1,0,1,2023-12-08 15:04:14
音道炎嘛,1,0,0,2023-12-08 15:03:26
只看了些片段，五老师真是该退休了吧。技术不好歌迷其实不太在乎，但人品出了问题，一切成就都会引人怀疑。最新版本更新内容：五老师不会写歌，别人代写的；从出道就开始修音，唱功一直都不行；演唱会一直都有假唱。现在怎么解释？很像一次不忠百次不容的感觉。在此之前，五老师是个人心中最好的乐队。再说一句，刚打完字这个问题就从热搜2掉到59，周五3点钟上班时间。,-1,0,0,2023-12-08 15:01:24
五月天：老了，老了，还被人评论，呸，真晦气。,1,0,0,2023-12-08 14:50:11
他真的，我哭死。他说全球直播就直播，说唱到日出就唱到日出。好了不抖机灵了。先说结论：几首敏感歌的真唱度高达90%。我只是一个普通的喜欢听歌的人，我的耳朵不能代表客观真实情况。但是就我看过的视频我来说一下：首先开场曲《盛夏光年》。从放弃规则开始是原声，这就是设计好的。但是但是，从我不转弯开始，他是真的在举麦唱啊！气息不稳，和我之前听的上海场以及南京场的完全不一样，上海南京场的“我不转弯”虽然混响切的和前面“放弃规则”不一样，但是与后面“我骄傲的破坏”明显都不一样，音色也不一样，但是巴黎就完全一样。我没有一个客观方法去对比这两者的声线，但是他巴黎场《盛夏光年》至少人声清晰的部分都是真唱，后面那些我要我疯有没有垫音我没听出来。《干杯》真唱度超过90%。首先“可歌可泣可是多怀念”的怀字直接飘，音色与之前上海等场次的完全不一样，“怀念总是突然怀念不谈条件”开始一样升key，但是绝不在原key上，与上海等场次有明显差距。“无论如何一起走到未来的世界”中无论如何嘴瓢了。第二段喘息声明显的一批，直接上气不接下气，这个在好好好想见到你系列演唱会中几乎没有出现的。“终究会有一天”开始他跑向鼓槌，这句词开始明显有边跑边颤抖的声音。“今天就是有一天”应该有垫唱或者麦音变小，因为“天”字几乎只能听到观众唱上去了。《伤心的人别听慢歌》不说了。《为你写下这首情歌》前面也真唱了。总的来说，这次真的在真唱，同时，之前在大陆或者伦敦都在假唱，假唱这个事绝对没得洗。—————————刚又听了一下《诺亚方舟》，原来这首歌也是假唱啊！巴黎场最后“勇敢的告别”开始，声音飘到啥地步了，和之前诺亚方舟复刻以及好好好想见到你的大部分场次唱出来的感觉都不一样，特别是“告别每段血缘身份地位，聪明或愚昧”，太明显了！,1,5,31,2023-12-08 14:49:44
我看了巴黎场流出来的《恋爱ing》1分23秒和2分33秒，这个垫音有点，不好说啊没有谁比谁更善良无论天后或天王无论小兵或老将曲终人散都要苍凉,1,0,1,2023-12-08 14:49:41
我现在不开挂就能证明我以前没开过挂，这就叫五五开精神。,-1,0,2,2023-12-08 14:46:50
五月天倒霉遇到了阿里献血，热度一直降不下去,-1,15,9,2023-12-08 14:43:50
说明巴黎污染严重空气不好，你看在国内明明就很稳,1,0,0,2023-12-08 14:43:44
五月天是不是假唱，大家质疑的都没问题。但都是站在观众的角度看的。但这件事情的核心，现在在鉴定部门。在鉴定部门眼里，结论只有二选一：假唱or不是假唱。注意啊，没有鉴定为真唱的可能性，这属于是把自己的公信力喂给五月天。如果结果是「假唱」，后果是啥呢？假一赔三，给大家退钱，把演唱会门票彻底做成理财产品。当然了，这中间的主办方、票务、媒体都要协调。这还只是眼前。以后大家都会对歌手开演唱会更加严格。注意啊，不是说严格不对。这会导致有些live不太行的歌手不敢开演唱会。很多演艺的项目会缩减。这对经济可不是好事。一个知名歌手的演唱会对于地方经济的拉动是很大的。机票、酒店、旅游、餐饮都嗷嗷待哺。就拿周杰伦来说，人家在呼和浩特开了四场演唱会，吸引了126.17万游客，带来了28.8亿元的旅游收入。演唱会算是疫情之后为数不多的能带动经济的热点了。鉴定部门出意见之前，这些得掂量掂量。我预计啊，五月天肯定会掉一层皮。但最后的结论简单来说会是「唱的不够真」。,1,0,0,2023-12-08 14:36:41
不管从事哪个行业请记住一句话做事之前先做人否则到最后都是得不偿失......,-1,0,0,2023-12-08 14:35:04
突然想起了一位故人，斗鱼第一女主播，阿怡大小姐。谈笑之间上王者，英雄池深如海，上分如喝水一样简单。在当时，像她这种游戏玩的好，还能在直播中跟人聊天开玩笑的女主播对于很多水友来说简直就是一种仰视的存在，因为没有人能够打高端局的时候还能分心和弹幕聊天，一是说明她的技术足够好，第二个就是她的节目效果把控也非常棒。吊打当时的一众男主播，职业选手。结果意念换符文，被网友锤代打。就各种名场面已经实锤了的情况下，依旧嘴硬，说没有代打。可能是演王者演多了，入戏太深，以为自己也有王者水平。在后期直播中开启摄像头对着手和键盘进行直播，以辟谣自己的“代打行为”。当时还叫上了两个钻石朋友帮忙带她，结果五连跪。历史给人的唯一教训，就是人们从未在历史中吸取过任何教训。,1,0,1,2023-12-08 14:34:45
返送，效果器，鼓mic都懒得摆全了当然有可能返送在耳机里，效果器直接无线进台子，有个工作人员在后面帮忙换音色，这地鼓的mic也没有，不知道是不是用了什么黑科技。这场是美国拉斯维加斯，票价可是国内的好几倍这么高的票价，舞台美术堪比5线城市。粉丝的钱真好赚啊大学生低成本摆摊:演唱会摆摊赚回票价,-1,0,8,2023-12-08 14:32:55
水土不服。。。。。。 ,1,0,0,2023-12-08 14:32:18
就这样真唱连开8场，我就喜欢你嘴硬的样子,1,2,20,2023-12-08 14:30:21
从离开地球表面开始，每场演唱会都要jump很久，大概从那个时候开始就有预兆了吧。众所周知，早期早期的阿信，至少十年前吧，在所有五月天歌迷的认知里都是个每场必破音走调提裤子的胖子。偶像包袱越来越重了，十年了，维持现在这种酷酷的样子很累的吧,1,4,13,2023-12-08 14:29:39
他们说黑暗过去了,1,0,0,2023-12-08 14:28:10
谁在乎他气息稳不稳，要在乎的应该是假唱之后怎么处罚啊。。,-1,1,0,2023-12-08 14:27:29
看了B站上分享的几首歌曲录像。作为一个非常不专业的听众，觉得很糟糕。好几首歌词根本唱不清晰，气息很乱。不过这也不影响我去KTV里点五月天，因为那些歌是我们这代人的青春啊。,-1,0,0,2023-12-08 14:26:54
不用专业角度，从观众的角度都能看出来不同。,1,0,0,2023-12-08 14:26:13
建议将巴黎场演唱会版本和以往各版本进行逐一对比，逐帧对比，音轨对比，看下到底是E6难唱还是真唱该如何定义。,-1,0,0,2023-12-08 14:23:47
巴黎空气真是养人呀，从十拍E6 直接跳到F6了。阿信还认领了！好笑程度直接拉满,-1,0,2,2023-12-08 14:17:47
24 年的嗓子背叛你了？,1,0,3,2023-12-08 14:12:31
现在的社会真可悲可悲点在于大家明明知道那是坨翔可是你还得证明它真的是坨翔就算你最后证明了那是坨翔可是，苍蝇还是爱它,0,0,3,2023-12-08 14:10:55
请求五月天，不要再侮辱我心中神圣的摇滚乐，真的求求了。流行就流行，再不要扯流行摇滚。流行摇滚的底线也得是真诚。真诚最少不会假唱！,1,7,15,2023-12-08 14:10:36
虽然唱不了E6，但是唱了个G8。。。,1,0,3,2023-12-08 14:08:01
算是自己证明自己之前假唱了,1,0,0,2023-12-08 13:59:38
你假唱还这么理直气壮，我看是没被重罚欺诈过。,0,1,0,2023-12-08 13:54:51
这是我见过的最迷惑的公关。也就是说，虽然巴黎场的大车祸现场（对于他们团，应该叫坠机现场更合适？名字起得好，就是好啊～）看起来应该是真唱，但，一来这跟此前的假唱争议其实没啥关系，二来，这种水平的“mayday现场”，跟此前的“宛如CD”确实相去甚远，于是虽然难以成为假唱的直接证据，但不是也正好证明了，他的能力确实达不到“宛如CD”么？以及，这团是不是觉得观众都是智障？问：你假唱了吗？答：相信音乐，下次演唱会会直播的。问：你之前假没假唱跟你下一场直播之间有啥关系啊？答：唯有真诚，能唱10拍E6。问：可是你这唱功……？答：黑暗过去了……懂得都懂。,0,0,15,2023-12-08 13:54:42
看了片段，鬓角死老长那人，哭丧个脸，感觉好像上不来气。打开视频声音之后，听起来像干白活的。总结如下：闭眼齁难听、睁眼齁难看。散会,1,4,8,2023-12-08 13:54:14
气息不稳，说明是真唱了，效果也比假唱好！张学友演唱会忘词了，观众帮忙唱，场面如春风拂面，温馨感人。伍佰演唱会，主歌副歌都是观众唱，他只唱和音，这种互动方式使得整个演唱会变得生动有趣，如同一副色彩斑斓的画卷。抖音上调侃说这钱太好整了！周杰伦演唱会忘词开始乱唱也是一种即兴创作的表现，值得我们尊重和欣赏。改调证明自己没有假唱，忘词证明自己没有假唱，不唱证明自己没有假唱，改词证明自己没有假唱。考试可以交白卷，但不能作弊，态度问题！,0,1,0,2023-12-08 13:53:53
本身跟儿歌一样的歌词和曲风就不是很喜欢，即使官方定义不了假唱，他们以后名声臭了不好到内地割韭菜也行。怎么没人说当年田鹏老师喷的对呢。,1,0,0,2023-12-08 13:50:53
五月天被质疑假唱这事，承包了今天一半的热搜。话题从周末开始发酵，原本只是网友和乐迷的讨论，到现在监管部门都已经下场。这次风波，很可能成为娱乐圈的一个里程碑事件。即——对假唱的不满，从议论纷纷，到集中爆发，最后是监管落地和常态化。从今往后。将假唱习以为常的艺人和行业，都不得不重新掂量掂量了。01真的假唱？目前，这件事尚未有定论。前天五月天经纪公司发文否认。今天阿信在生日发文“做好自己”，疑似回应此事。但网友已经有了自己另外的判断。最早是现场歌迷感觉到不对劲。然后b站up主@麦田农夫 利用软件进行技术分析，发现演唱会部分的歌曲用的是以前的录音。对比现场真唱和假唱歌曲之间的声线，阿信像是从松弛的大叔慢慢回归到了紧致少年的声音。甚至，他将五月天在上海、北京、香港同一首歌的三个现场版本放在一起对比。发现这三条音轨几乎一模一样。在这场“真假美猴王”之辩里，关于专业的讨论也出现了不少。比如演出时歌手运用了“垫唱”、“半开麦”，这算不算假唱？网友还扒出了一条旧闻——在16年前的厦门集美演唱会上，就有五月天的歌迷发现破绽了。到了2023年，这个问题还是依旧出现。更多网友放出自己的现场录制的视频，不用听也能发现其中的破绽——人声部分还在“唱”，阿信却忘记哪个手拿麦克风了。在舞台上，阿信与玛莎、怪兽一起又唱又跳，却声音稳得出奇。不仅没有喘气，就在做大幅度的动作时，声音一点波动都没有。以及，在上海演唱会与告五人的合作《知足》，阿信忘记自己唱段，在开口唱歌的时候，话筒里只有潘云安的声音。舆论积攒到今天这么强烈，并非偶然。02卑微听众的爆发事件的另一个背景——《演出行业演艺人员从业自律管理办法》《营业性演出管理条例》出台后，假唱有可能涉嫌商业欺诈，很有可能是一种违规违法的行为。就连五月天的粉丝也很难相信，这个从小听到大的乐队，会突然陷入如此大的危机。事实上，真唱，本是有要求、有追求的偶像所坚持的底线。2002年，梅艳芳的《芳华绝代》，胃痛的张国荣作为特邀嘉宾出现。开始只能坐在地板上，但当副歌结束后，他又即刻站起，眼神一变，进入了状态。摄影机给的特写里，他们二人脖子上的青筋出现，声音随着动作有起伏。这就是投入演唱时的真实表现。坚持真唱，就要承担更大的压力。以及要面对可能的意外。但真正的粉丝，是可以接受意外，和偶像的不完美的。大家更看重的是诚意。孙燕姿在演唱会上演唱《逆光》时，听到了音乐里出现了自己的原声。直接喊停，让音乐老师放没有原声的伴奏音乐，自己再唱一次。魏晨，在一次商业演出的时候，因为发现放错音乐了，马上叫停。并且还补充了一句：专业的歌手不假唱的。还有一些意外情况。像是林俊杰、陈奕迅在演唱会上话筒突然掉了，萧敬腾在舞台上突然摔倒。在那一瞬间，观众只听到伴奏音乐，而没有歌手的演唱，以此说明他们真唱。在一场周杰伦的演唱会现场上，周杰伦又忘词开始现编，他在歌词里还吐槽自己忘词：“这么多人来看，我是不是会很愧疚，是有一点。这真是个不好的示范，下面的艺人同学你们不要学习啊。”但这些都不算是黑点。因为苦假唱久矣的听众，已经被调教得相当卑微。甚至在歌手明显发挥失常的时候，都能收获一条赞赏——“起码是真唱。”破音、忘词、走调，都一笑而过。为什么呢？哪怕今天严词声讨。但无法否认，假唱，长久以来是业内的常态。萨顶顶这样的歌手，也出现过社死名场面。这种乱象由来已久。而且很长时间内，从歌手、主办方到观众，都不当一回事。2002年，崔健就发起了一个“真唱运动”，邀请了歌手、制片人、导演等与音乐、电视电影界相关的认识，以签名的方式加入他的“真唱运动”中。但崔健的这个举动，立刻引发了骂战。很多知名歌手表示不赞同，认为他“过于激进”。其中矛盾最激烈的是崔健采访时指名道姓提到的那英：“真有才华的艺术家，就是不假唱，拼就拼这一点。那英可以说20年没变化，我认识她的时候就是这么唱歌，那是因为她老假唱。”而那英在2003年5月接受采访时，对此态度是：“我绝对不会支持这个运动”，并认为：“崔健是对整个流行乐的不尊重，什么叫假唱？我是假唱吗？录音也是我自己唱的啊。”在当时包括那英在内的许多个歌手看来，现场放自己的录音，就不能算“假”。直至2021年，那英在《浪姐2》上，疑似假唱，又被爆上热搜。当然，这也不能一味地苛责歌手。“假唱”，很多情况是主办方的指定要求。可能因为场地的音响效果达不到要求，可能为了方便流程和避免意外，有的时候也是为了“一碗水端平”——别人都假唱，就你真唱，这一对比不就尴尬了么？龚琳娜回忆起改变自己生涯的一次假唱——龚琳娜指的这种“活”，是常态。无论是商演还是文艺晚会，都大量存在。事实上在那次演出中，没有出现任何意外情况，龚琳娜在台上数“一二三四五”也没有观众发现，但她说他们真挚的眼神，刺透了她的心。再这样空洞没有灵魂地唱下去，迟早会断送自己的艺术生命，龚琳娜从此决定不再假唱。但不假唱，几乎就等于失去国内舞台，没有演出邀约。于是龚琳娜只有出走国外，直到2010年《忐忑》爆火才让她有了打开国内市场的机会。无论崔健还是龚琳娜，他们对于真唱的追求，无疑都是“异类”。一个得罪了大半个圈子。一个落到没工作可接的地步。因为他们都过于超前了。歌手要适应大环境，而大环境就是，大众其实不那么认真听音乐，而业内要么过于敷衍，要么过于“严谨”。今天许多人都觉得尴尬的场面——2008年奥运会开幕式上，《歌唱祖国》台上表演的是林妙可，而这个声音却来自杨沛宜。但当时，并没有那么大的质疑。因为这符合了各方的需求——在那样一个时刻，真唱会不会出岔子？林妙可的外形，杨沛宜的歌声，合在一起才是大众眼里的“完美”。某种程度上。假唱的最大来源，就是这种将表面的完美看得比音乐本身更重的集体默契。但今天。从有担当的歌手，到越来越较真的歌迷，大家逐渐开始正视假唱问题。在今年7月的《十三邀》里，韩红在排练时，听到旁边的音乐人员帮自己很自然地把垫音整出来了。她说——因为你们这些技术人员可以通过手段让歌手减轻他的负担甚至唱不上去的也能唱上去但是作为歌手本人来说非常的不应该因为你吃的是这碗饭你被称之为职业歌手你不可以唱不下来你如果唱不下来就不要开演唱会了就在家待着就好了今天五月天的风波。无疑把反假唱的运动，完全搬到了台面上了。03真的很重要老实说。被质疑假唱的人不少，为什么矛头集中到了五月天。首先，很多被听出“假唱”、严重修音的，本不是专业歌手，而是有表演要求的演员。这样的艺人，不真唱也就罢了。毕竟ta要真的唱了，你的耳朵也得遭老罪。然后，这些假唱现象，可能是出现在晚会，有直播需求，而受邀的艺人作为被动一方，没有决定权。而五月天就不同了。这是他们自己的演唱会，他们自己有选择权。而且不同于电视上播的晚会，听不听都无所谓，为了听这样一场演唱会，歌迷是付出了金钱和时间的。大家不就是为了亲眼看见偶像，现场听歌吗。今年，五月天已经在内地各大城市共演出了39场演唱会，场场爆满。而这种开演唱会的密集程度，乐团是否有足够的休息、调整的时间？不重要。重要的是，他们身上的商业价值有多少。虽然，票价的最高价定位为1855元，最低价为355元。但，一票难求，开票秒售罄，黄牛票已经将第一排1855元的门票，炒到了18885元，翻了10倍之多。就算如此，在上海体育场举办的8场演唱会里，一场演唱会人数将近8万，八场演唱入场人数共超过36万。这样的规模，让住在体育馆附近的居民都觉得有“震感”。当观众不再那么难以笼络。当偶像超负荷运行。今天发生的一切，好像也就不奇怪了。于是歌迷感受到了“背刺”，辛苦工作换来的一张高价门票，音效还不如在家听CD，歌手糊弄敷衍的状态，连我上班摸鱼时80%的认真都没有。是乐迷不值得被尊重么？还是，乐迷将他们捧得太高，早就让他们看不见乐迷的存在了。这样难看的下场，怪谁？怪他们。还是怪自己太惯着他们了？在疫情结束后的这一年里，各大演唱会、音乐节也开始慢慢复苏，票价也水涨船高。但，当乐迷们掏心掏肺地给钱时。歌手们是否还能拥有一些本有的职业道德，认真对待歌迷，承认唱不了了，承认这一场的状态就是不行了。这很难吗？今年4月，张惠妹的演唱会在高雄演出第十场时，喉咙发炎，实在无法坚持下去，先是唱到《身后》时，哽咽到唱不下去，在麦克风里传来抽泣的声音，最后她向歌迷们道歉。虽然没有马上结束演唱会，但也是在歌迷的打气中，慢慢地将演唱会进行下去。今年9月，薛之谦在巡回演唱会的第二场时，就发烧39度。在舞台上向观众允诺，可以无条件退票，并承担外地歌迷的路费以及酒店费用。这种事儿其实并不少见。2016年，郑秀文的红馆演唱会，一开始就出现声音沙哑的情况，唱到最后她忍不住对观众说：我好痛苦，我还有七场，可不可以退钱给你们？2018年，刘德华的香港演唱会，也是因为喉咙发炎无法继续演唱，最后泪洒舞台。承认，并不羞耻啊。反而这种欲盖弥彰，更丢人。,-1,0,1,2023-12-08 13:50:33
娱乐圈已经到了歌手唱功不行，演员演技不行，主打一个滥竽充数。,1,0,4,2023-12-08 13:47:36
曾经我也是一个运动男孩，引体向上正握一口气能做将近60个。参加工作后也没有场合有单杠，我心里就产生了一个错觉，“我引体向上能做50多个”后来我们同学聚会回到了学校，在操场感叹岁月变化追忆青春的时候感叹了一句“我引体向上能做50多个”于是疯狗一样跑到了单杠下，雄鹰似得一跃腊肉一样挂在了上面，一动不动。3秒后我掉了下来，迎接我的是旁边刺耳的笑声。那笑声不仅是提醒我那贰佰四十斤的肚腩，还在告诉我不远的曾经是20年前。但我不会沮丧，因为不是我做不了50个引体向上，只不过是我太久没真的做了。哼。,1,0,0,2023-12-08 13:44:36
真唱你说气息不稳 假唱你说不尊重观众  究竟要我信如何面对,1,3,0,2023-12-08 13:40:39
华晨宇气息稳啊，永远的神就是厉害,1,0,1,2023-12-08 13:38:08
近日，知名摇滚乐团五月天在巴黎演唱会上的表现引发了广泛关注。有网友指出，五月天在巴黎演唱会上真唱表现不佳，气息不稳，与以往演唱会版本对比明显。此前，五月天曾被质疑在上海演唱会上存在假唱现象。五月天所属唱片公司相信音乐已回应称“没有假唱”。有网友表示，五月天在演唱会上气息不稳，高音全靠嚎，被批评为“难听”。另一方面，有网友认为，五月天在演唱会上的表现与之前相比有很大差距，质疑其是否因为唱不动而选择假唱。12月6日晚，五月天主唱阿信发文回应“假唱”风波称， “每次的嘶吼，每一场，每一声，都来自于我依赖了24年的嗓子，除了真唱，否则没有其他感动你的方式”。回应不仅没有平息风波，反而让舆论更加热闹。12月7日早，热搜榜，“五月天假唱”的话题占了一半。尤其是阿信回应称唱足10拍E6、抵达至高的山巅，让E6直接喜提热搜第一，知名音乐人耳帝辣评：十拍E6，那得是房山季鸟猴（季鸟猴是北京话知了的意思，形容一个人话痨，特别能吵，吵架就跟知了一样，一吵能吵一整个夏天）。不少网友评论认为，是不是假唱就一句话，但阿信几百字的长文也没有正面回应，这篇青春文学类的小作文，有些答非所问了。12月初，B站UP主“麦田农夫”称，由于今年以来收到多位网友关于“五月天假唱”的投稿，所以他选取了粉丝拍摄的五月天上海演唱会12首歌，进行真假唱鉴定，结果是“近一半为假唱”，涉及《恋爱ing》《伤心的人别听慢歌》《知足》等热门歌曲。今年以来，演唱会持续火爆，“为了一场演出奔赴一座城，”各大城市明星演唱会一票难求，其中就包括五月天。今年以来，五月天在北京、杭州、武汉、上海等城市巡演，演出强度极高，国内外至少安排了68场演唱会，其中9、10、11月更是连续保持月均超8场的节奏。2023年11月，五月天在上海更是破天荒地举办了8场演唱会，观众达到36万，门票价格门票在355元到1855元不等。据媒体报道，五月天单在上海一地就吸金超6亿。这次五月天“假唱”风波中，发声平台为“相信音乐”，12月4日，相信音乐发表声明称，“五月天在巡回演出中不存在任何假唱行为，网络上关于‘五月天假唱’的言论均为恶意攻击、造谣中伤，严重损害我司艺人形象。一般而言，明星的演出由专业性公司主办操盘，经纪公司则不会介入到具体的操盘中，但有些市场影响力强势的艺人则直接成为大型演唱会的操盘人，从演出、票务、制作等方面直接参与到演唱会的主办事项中。此外，五月天演唱会“官方”荧光棒140元的售价，仅北京演唱会光荧光棒销售就达5万根，总额突破700万元，被很多人称为对歌迷“割韭菜”的行为。一句话总结就是，五月天演唱会主办方、制作方、经纪公司、票务平台编织成了一张庞大的利益网，实现利益最大化。有演出界人士称，经纪公司与主办公司应是一对互相制衡监督的主体，“我们的演出合同会明确明星的权利义务，尤其是关于假唱的条款都有明确规定，如果经纪公司与主办公司一起的，没法监督了，还有像票务如果也自己做的话，那还可以利用黄牛炒票。”,1,0,3,2023-12-08 13:35:30
去微博转了一圈，此时热搜我觉得热搜二三位连一起就是这提问的答案,0,0,3,2023-12-08 13:31:30
法语 m’aider后面演变成 mayday（大家可以查一下意思）他们起名字的时候有没有想过最后的车翻在了法国（狗头）,0,1,1,2023-12-08 13:31:13
我不专业，感谢五月天，让我学会了“E6各表”。阿信不愧叫阿信，自信认领E6、F6，如果阿信唱不到E6一定是E6的错。如果不是E6的错，那就是秦始皇的错，都怪秦始皇没有一统E6。唱歌水平真的不如煽情水平。,0,1,8,2023-12-08 13:29:59
老板：你连续迟到一个月了吧？员工：没有，绝对没有，不信你看我明天早上是不是9点之前就到了。老板：那也不能证明你之前没迟到啊？员工：我最早可以早上5点就坐在工位上。老板：不是，那你也没有回答我问题啊！员工：懂我的自然懂，你不懂我就把位子让出来，好多老板还抢不到我这样的人才呢。老板：小王，把这个神经病开了！,1,1,14,2023-12-08 13:23:32
很明显，不需要回答，对比看视频比文字解释更容易让人接受。我想说的是，这不是第一次也不会是最后一次，情况好一点——这是五月天的最后。下一次演唱会依旧座无虚席。演唱会真她妈赚钱，所以，为什么不每一天都开演唱会，这些歌手是真的傻。这里提供一个可以365天开演唱会分建议，可以把演唱会各部分拆开卖，线上线下两个模式，分表演票，音乐票，音乐票又包括标准、SQ、HQ、“现场”版和现场版，现场版每年有个几场就行，“现场”版只需那一年内的现场版录音就行。线下的除现场版，其他都是提前录好的，到时候会每人发个耳机（粉丝专属哦），里面有你选择的音质，耳机咱就不算钱了，买音乐票送的，感动了吧，荧光棒也不算钱，买表演票送的，哭了吧。,-1,0,0,2023-12-08 13:19:33
刚刚看到了五月天巴黎演唱会的几个片段。这种感觉怎么形容呢，总结起来就是，真的是用一场自我感动、酣畅淋漓的真唱，证明了自己以前真的是在假唱。我真怀疑五月天的这个live水平，真的还没有一些KTV大神好啊。,1,10,374,2023-12-08 13:18:57
"社交性质的，大型的有仪式的局...谁唱了什么，段子谁讲的，讲了什么，祝酒词...这只是些无关紧要的琐屑，只起到开场旁白的作用。大把人去弄那种买椟还珠的事。这重要的不是得自己嗨起来么。有酒乐逍遥,无酒我亦颠,一饮尽江河,再饮吞日月。",1,0,0,2023-12-08 13:18:42
鉴定为乐坛温实初，我开始心疼了,0,0,0,2023-12-08 13:14:50
来个不插电强势回应质疑(手动狗头),-1,0,0,2023-12-08 13:13:09
无论官方最终能给出什么结果，大众心里都有了一杆秤，但不妨碍会有大量粉丝继续追捧，甚至路人也不会缺席，这就是现实世界的现实生活。估计最好的结果，就是以后内娱假唱这种表演方式在程度上会收敛一些，比如增加真唱的比重和减少演出数量。但也有可能催生出更熟练的假唱方式，毕竟，其中起到主要作用的还是商业逻辑。,1,0,3,2023-12-08 13:12:43
这就是卖肥牛卷的之前拿鸭肉泡牛肉粉糊弄我，现在拿一半牛肉一半鸭肉糊弄我，还卖了肥牛的价格,0,1,0,2023-12-08 13:12:19
看给他洗的粉丝，只能说饭圈的东西很难理解【[最终回应农夫]https://b23.tv/vaOnBzk,1,0,0,2023-12-08 13:08:27
根据视频的车祸程度来看，应该是真唱。只是这样一来，之前的假唱就更明显了。不过也没办法，毕竟承认是不可能承认的。要掩饰一个被拆穿的谎言，怎么都是尴尬。,-1,0,8,2023-12-08 13:07:33
别的不说，热搜撤的挺快,-1,1,5,2023-12-08 13:03:08
